Ratio H/L normalized pd2_forward	Ratio H/L normalized pd2_reverse	Ratio H/L normalized pd4_forward	Ratio H/L normalized pd4_reverse	Only identified by site	Reverse	Contaminant	Ratio H/L normalized pd2_forward B significant	Ratio H/L normalized pd2_reverse B significant	Ratio H/L normalized pd4_forward B significant	Ratio H/L normalized pd4_reverse B significant	Peptides	Unique peptides	Intensity pd2_forward	Intensity pd2_reverse	Intensity pd4_forward	Intensity pd4_reverse	Ratio H/L normalized pd2_forward Significance B	Ratio H/L normalized pd2_reverse Significance B	Ratio H/L normalized pd4_forward Significance B	Ratio H/L normalized pd4_reverse Significance B	Protein IDs	Majority protein IDs	Protein names	Gene names	Proteins	Color
2.307428	-1.018235	3.023717	-2.714539								48	48	972800000	290480000	549280000	517690000	0.796432339926073	0.246978495365763	0.455510303362534	0.037686417458461	Q91ZW3;Q6PGB8-2;Q6PGB8;B1AUP9;F6Z6F4	Q91ZW3	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5	Smarca5	5	
0.2671163	0.3190398	NaN	NaN								5	5	23535000	7241500	0	0	0.359544787974521	0.853228727139789	1	1	Q920Q6;Q920Q6-2;Q920Q6-3;B1AT10;E9PY59;B1AT13	Q920Q6;Q920Q6-2;Q920Q6-3;B1AT10	RNA-binding protein Musashi homolog 2	Msi2	6	
1.329813	NaN	NaN	NaN								2	2	2721400	244450	0	425310	0.735365689051421	1	1	1	Q920S3;Q920S3-2;F7CAN4	Q920S3;Q920S3-2;F7CAN4	GATA zinc finger domain-containing protein 1	Gatad1	3	
3.116664	-1.372617	2.853317	1.239826								11	11	93477000	63320000	24536000	38246000	0.39886997721828	0.156923874087605	0.546235441732281	0.909301178191104	Q921F2;Q6VYI4;Q6VYI5;Q8BLD4;Q8R0B4;E9Q830;F8WIJ9	Q921F2;Q6VYI4;Q6VYI5;Q8BLD4;Q8R0B4;E9Q830;F8WIJ9	TAR DNA-binding protein 43	Tardbp	7	
NaN	NaN	NaN	NaN								1	1	0	0	0	1156400	1	1	1	1	Q921I6	Q921I6	SH3 domain-binding protein 4	Sh3bp4	1	
-0.04984514	0.06653696	-0.02116004	0.02147971								100	24	35080000000	17837000000	40389000000	45825000000	0.276286889549566	0.712375047801384	0.205824879878376	0.472058983577611	Q921K2;P11103-2	Q921K2		Parp1	2	
NaN	NaN	NaN	NaN								1	1	0	343640	556870	1039100	1	1	1	1	Q921L3	Q921L3	Transmembrane and coiled-coil domain-containing protein 1	Tmco1	1	
1.888422	-0.6409962	1.968238	1.382889								16	16	66621000	27019000	9537900	13833000	0.972841081928399	0.37706329430805	0.922685376845468	0.965818211311264	Q921M3;F8WHW1;Q921M3-2	Q921M3;F8WHW1;Q921M3-2	Splicing factor 3B subunit 3	Sf3b3	3	
3.137864	3.743946	3.823851	4.160759								14	14	45182000	39711000	71034000	102240000	0.390349172715897	0.227950236429574	0.156474627485236	0.18088874280772	Q921N6;Q921N6-2	Q921N6;Q921N6-2	Probable ATP-dependent RNA helicase DDX27	Ddx27	2	
NaN	3.991318	3.239001	4.002432								4	4	9235400	6194800	17095000	20266000	1	0.19369608106595	0.354063143679176	0.207915563044961	Q921Y2	Q921Y2	U3 small nucleolar ribonucleoprotein protein IMP3	Imp3	1	
-0.1237483	-0.3708812	0.2444	-0.3878268								2	2	7189000	2763500	4956600	6864900	0.258935492380996	0.492182631970288	0.267341475473172	0.35629085927371	Q922Q4;Q922W5;A2ABZ2	Q922Q4;Q922W5;A2ABZ2	Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase 1, mitochondrial	Pycr2;Pycr1	3	
2.007339	NaN	2.036996	2.433173								4	4	11323000	3835400	6092300	8258900	0.967470321668448	1	0.954799596712978	0.631780208478755	Q922U1;E0CYD0	Q922U1	U4/U6 small nuclear ribonucleoprotein Prp3	Prpf3	2	
2.095249	-0.9808532	NaN	NaN								2	2	5982300	1679500	0	1255600	0.91684789703817	0.258253603040772	1	1	Q923D5	Q923D5	WW domain-binding protein 11	Wbp11	1	
NaN	-1.354907	NaN	NaN								3	3	1617900	3146500	0	9753600	1	0.160732805756389	1	1	Q923G2	Q923G2	DNA-directed RNA polymerases I, II, and III subunit RPABC3	Polr2h	1	
NaN	NaN	NaN	NaN								1	1	245050	98591	0	218310	1	1	1	1	Q924C1;Q924C1-2	Q924C1;Q924C1-2	Exportin-5	Xpo5	2	
NaN	NaN	NaN	NaN								1	1	0	0	0	838070	1	1	1	1	Q924W7;Q924W7-2;Q924W7-3	Q924W7;Q924W7-2;Q924W7-3	Suppression of tumorigenicity 5 protein	St5	3	
1.517376	1.711583	2.260869	1.659422								9	9	23456000	14805000	37427000	59907000	0.813479940272117	0.665145322543391	0.914987283620512	0.924646018008919	Q925I1;F8WI53;Q925I1-2	Q925I1;F8WI53;Q925I1-2	ATPase family AAA domain-containing protein 3	Atad3;Atad3a	3	
NaN	NaN	NaN	0.1078218								2	2	1953400	583290	2396500	3269300	1	1	1	0.498886626449665	Q99J47;Q99J47-2	Q99J47;Q99J47-2	Dehydrogenase/reductase SDR family member 7B	Dhrs7b	2	
NaN	NaN	NaN	NaN								1	1	778260	487740	918880	1712400	1	1	1	1	Q99J56	Q99J56	Derlin-1	Derl1	1	
NaN	1.840403	NaN	1.578939								2	2	0	3014300	2445500	6193600	1	0.629943829221633	1	0.956477989650735	Q99J79;A2AGR6;Q4FZK4	Q99J79;A2AGR6;Q4FZK4	DNA damage-binding protein 2	Ddb2	3	
2.869042	3.819157	2.805437	3.107571								7	7	22840000	11681000	51819000	29434000	0.506416509271584	0.217107534800678	0.573249734585804	0.415374192653276	Q99JB2;F6WI02;A2AG39;A2AG41	Q99JB2;F6WI02;A2AG39	Stomatin-like protein 2	Stoml2	4	
1.332679	-1.057332	2.623188	-2.152131								18	18	783590000	303080000	437610000	533040000	0.736541485777861	0.235559911515209	0.681447106844539	0.072038677856361	Q99JF8;Q99JF8-2;A2BI12;F6RB63;Q3UMU9-3;Q3UMU9;Q3UMU9-2;P51859;Q9JMG7-2;Q9JMG7;F6W677	Q99JF8;Q99JF8-2;A2BI12	PC4 and SFRS1-interacting protein	Psip1	11	
2.68715	0.429857	2.977317	0.9228067								5	5	11404000	4081500	7499000	13051000	0.594181793307267	0.91685736565101	0.479341519626335	0.786084086820735	Q99JX7	Q99JX7	Nuclear RNA export factor 1	Nxf1	1	
NaN	-0.5138727	NaN	-0.8526673								2	2	4947300	2547800	5022200	10104000	1	0.429030411819402	1	0.248760532277967	Q99JY0;D3YXU1	Q99JY0;D3YXU1	Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase	Hadhb	2	
NaN	NaN	NaN	3.435495								1	1	0	0	0	2394600	1	1	1	0.328327858267626	Q99JY9	Q99JY9	Actin-related protein 3	Actr3	1	
-4.061734	3.697885	-2.933573	1.868252								14	3	325570000	106610000	837300000	782080000	0.0010692020774	0.23477807388341	0.002928385859207	0.8427363743788	Q99K73	Q99K73		Nrf1	1	
2.502611	0.1875144	2.346304	2.037382								12	12	126390000	58885000	95888000	51497000	0.689725391227834	0.778963134169625	0.858430545730762	0.777582509074262	Q99KP6;Q99KP6-2;Q99KP6-3	Q99KP6;Q99KP6-2;Q99KP6-3	Pre-mRNA-processing factor 19	Prpf19	3	
2.699174	-2.602964	NaN	NaN								6	6	21449000	13244000	0	0	0.588171340616431	0.020864128579479	1	1	Q99KZ6	Q99KZ6	Zinc finger protein 639	Znf639	1	
1.255984	-1.152195	0.8698714	-0.6007524								7	7	16633000	7351400	28212000	27804000	0.705305533613176	0.209420321041741	0.458112018713079	0.303843275334108	Q99LB0;F7B2G8;A2A4Y7	Q99LB0;F7B2G8	Deoxynucleotidyltransferase terminal-interacting protein 1	Dnttip1	3	
NaN	NaN	NaN	NaN								1	1	0	0	0	299340	1	1	1	1	Q99LC5	Q99LC5	Electron transfer flavoprotein subunit alpha, mitochondrial	Etfa	1	
NaN	0.8995624	1.217293	0.8332545								3	3	1627700	4402400	4259300	3791100	1	0.901285467228492	0.59059754928599	0.752090424597659	Q99LE6	Q99LE6	ATP-binding cassette sub-family F member 2	Abcf2	1	
1.515359	NaN	2.869891	-1.975453								8	8	8157400	836800	33932000	23418000	0.812628355323976	1	0.537033424113701	0.087061060672518	Q99LF4	Q99LF4	tRNA-splicing ligase RtcB homolog	D10Wsu52e	1	
2.592493	2.868766	1.69381	2.942852								14	14	17825000	6969200	32063000	59808000	0.642447883125076	0.382741636909177	0.796266166968161	0.463808845156688	Q99LH1	Q99LH1	Nucleolar GTP-binding protein 2	Gnl2	1	
0.6837413	0.01506926	1.023397	0.01963077								5	5	13487000	17546000	5163500	12298000	0.490484718729963	0.684665263012015	0.514519689268053	0.471493319367115	Q99LI5	Q99LI5		Zfp281	1	
NaN	NaN	2.396653	NaN								4	4	0	194670	6373600	1115300	1	1	0.825419237589312	1	Q99LL5;E9QAL6	Q99LL5	Periodic tryptophan protein 1 homolog	Pwp1	2	
0.143524	-0.7382646	1.717693	-1.842594								6	6	134200000	49549000	59288000	73501000	0.325370231233277	0.340047132484833	0.807107123581053	0.099946939250383	Q99LT0	Q99LT0	Protein dpy-30 homolog	Dpy30	1	
0.3521935	0.5011079	0.7483754	0.3020558								2	2	8437600	2458700	3572300	7266500	0.384332948075511	0.958077729455097	0.416048491276988	0.562078556427788	Q99M87;Q99M87-2;Q99M87-3	Q99M87;Q99M87-2;Q99M87-3	DnaJ homolog subfamily A member 3, mitochondrial	Dnaja3	3	
NaN	NaN	NaN	NaN								2	2	4261300	0	0	0	1	1	1	1	Q99MD8;Q99MD8-2	Q99MD8;Q99MD8-2	Myoneurin	Mynn	2	
3.455229	3.098925	3.447579	3.129547								24	24	101340000	94189000	161340000	280540000	0.276298212831162	0.336865459968643	0.2706390177086	0.409146046361515	Q99ME9	Q99ME9	Nucleolar GTP-binding protein 1	Gtpbp4	1	
0.1849785	0.5414157	0.354565	0.6229303								20	20	90270000	36473000	95608000	158610000	0.33658949667163	0.981453612779352	0.296243883400893	0.674220563558467	Q99MN9;E9Q1J7;E9Q5K5;D3YZC1	Q99MN9;E9Q1J7;E9Q5K5	Propionyl-CoA carboxylase beta chain, mitochondrial	Pccb	4	
0.6126827	0.5294712	0.4650863	0.5278711								16	16	94313000	42836000	80470000	176050000	0.466489559591764	0.974523993132498	0.327269108514926	0.640082637439769	Q99MR8;D6RI29;F6Z2J7	Q99MR8	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial	Mccc1	3	
NaN	NaN	NaN	NaN								1	1	0	0	915950	0	1	1	1	1	Q99NA9	Q99NA9	Polycomb group RING finger protein 6	Pcgf6	1	
2.470094	-0.8039722	2.478428	1.873104								30	30	127240000	33702000	6542900	19731000	0.707144122092245	0.316407756218834	0.772478668233663	0.840849735402427	Q99PV0;B7ZC27;E9Q3K7	Q99PV0	Pre-mRNA-processing-splicing factor 8	Prpf8	3	
1.879549	0.123931	3.911116	2.388685								15	14	140750000	56744000	28247000	24623000	0.968991522359066	0.743728081951299	0.136175781365422	0.647593858492454	Q9CPN8	Q9CPN8	Insulin-like growth factor 2 mRNA-binding protein 3	Igf2bp3	1	
2.684886	3.835419	2.421237	3.353323								3	3	14315000	5520900	41574000	21465000	0.595316677497175	0.214812813162797	0.80940817758816	0.34894434338061	Q9CPP0	Q9CPP0	Nucleoplasmin-3	Npm3	1	
2.42156	1.966357	NaN	NaN								4	4	17452000	6776300	2524000	4999400	0.733428523922829	0.596318789268435	1	1	Q9CPQ5	Q9CPQ5	Centromere protein Q	Cenpq	1	
NaN	NaN	NaN	NaN								1	1	0	0	0	278320	1	1	1	1	Q9CPR5	Q9CPR5	39S ribosomal protein L15, mitochondrial	Mrpl15	1	
NaN	NaN	1.792564	2.150332								2	2	5727700	0	8710400	8474600	1	1	0.841324840021672	0.734896391462176	Q9CPS7	Q9CPS7	RNA-binding protein PNO1	Pno1	1	
3.494287	3.093425	3.316378	3.904966								5	5	8239100	3374000	14114000	8437500	0.264019482502538	0.337918664477679	0.32139101893112	0.225946728045815	Q9CPT5;D3Z7M5	Q9CPT5;D3Z7M5	Nucleolar protein 16	Nop16	2	
0.8720013	0.5383394	1.376346	NaN								3	3	11834000	5548600	8011200	7079800	0.557135379383957	0.979668768686767	0.656621859473984	1	Q9CQ71	Q9CQ71	Replication protein A 14 kDa subunit	Rpa3	1	
NaN	NaN	NaN	NaN								1	1	1462500	429920	0	0	1	1	1	1	Q9CQ82;Q9CQ82-2	Q9CQ82;Q9CQ82-2	Centromere protein R	Itgb3bp	2	
NaN	NaN	NaN	NaN								1	1	981830	233190	1288200	832560	1	1	1	1	Q9CQA5;Q9CQA5-2	Q9CQA5;Q9CQA5-2	Mediator of RNA polymerase II transcription subunit 4	Med4	2	
2.245222	NaN	2.763008	-2.369818								9	9	5224600	440740	18270000	10855000	0.831369174456082	1	0.597705558693498	0.056519361632344	Q9CQE8	Q9CQE8	UPF0568 protein C14orf166 homolog		1	
-0.2673748	0.1527676	-0.0944334	0.2002533								9	9	134860000	70543000	139580000	218480000	0.227408624847365	0.759646545667757	0.190821715028123	0.528480475770402	Q9CQJ4;O35730;O35730-2;O35730-3	Q9CQJ4	E3 ubiquitin-protein ligase RING2	Rnf2	4	
3.066795	3.128887	2.65306	3.827921								8	8	124990000	78657000	210080000	175600000	0.419350140041749	0.331164592525305	0.663176718472469	0.24096980579215	Q9CQS2	Q9CQS2	H/ACA ribonucleoprotein complex subunit 3	Nop10	1	
NaN	NaN	0.9105024	NaN								1	1	0	3836300	12686000	13152000	1	1	0.472693954389048	1	Q9CQS8	Q9CQS8	Protein transport protein Sec61 subunit beta	Sec61b	1	
NaN	NaN	NaN	NaN								1	1	794440	267200	323100	297120	1	1	1	1	Q9CQT2	Q9CQT2	RNA-binding protein 7	Rbm7	1	
2.303021	NaN	NaN	NaN								3	3	6360100	871590	0	1323100	0.798895286425764	1	1	1	Q9CQU1	Q9CQU1	Microfibrillar-associated protein 1	Mfap1	1	
4.535991	3.695103	4.198337	4.178874								10	10	46995000	49987000	57151000	73134000	0.061364400981282	0.235195068338269	0.083457674201047	0.177970965451521	Q9CR47	Q9CR47	Ribosome biogenesis protein NSA2 homolog	Nsa2	1	
4.329339	3.86136	3.86255	3.040209								5	5	245950000	162630000	382240000	504770000	0.085196590753441	0.211188456218998	0.14720619817494	0.434810532225573	Q9CWK0;Q9CR57	Q9CWK0;Q9CR57	60S ribosomal protein L14	Rpl14	2	
NaN	0.04376442	NaN	-0.004566134								2	2	0	258540	0	1021100	1	0.700065014299429	1	0.464125080936329	Q9CR60	Q9CR60	Vesicle transport protein GOT1B	Golt1b	1	
0.6634812	0.5553253	0.444985	0.1625968								9	9	2659000	10588000	21502000	36405000	0.483576376606333	0.989525016222025	0.321474744419359	0.516316958001648	Q9CR62;Q5SX46;Q5SX48	Q9CR62;Q5SX46	Mitochondrial 2-oxoglutarate/malate carrier protein	Slc25a11	3	
-0.4535179	-0.1170362	-1.054542	-0.2599618								6	6	4747500	5280400	29001000	50076000	0.190756137241537	0.615528713757562	0.06122301300389	0.390374182607898	Q9CR67;Q9CZM3;E0CXY5	Q9CR67;Q9CZM3	Transmembrane protein 33	Tmem33	3	
NaN	NaN	NaN	-1.795008								2	2	1152700	0	2406500	3216100	1	1	1	0.104916330238661	Q9CR78	Q9CR78	Myb/SANT-like DNA-binding domain-containing protein 3	Msantd3	1	
NaN	NaN	NaN	NaN								1	1	0	0	0	822850	1	1	1	1	Q9CRA8	Q9CRA8	Exosome complex component RRP46	Exosc5	1	
3.165848	2.816128	1.809579	3.774629								6	6	67718000	28681000	79994000	110140000	0.379272810534715	0.393748167040126	0.849145648449012	0.251764404543089	Q9CRB2	Q9CRB2	H/ACA ribonucleoprotein complex subunit 2	Nhp2	1	
NaN	NaN	NaN	NaN								1	1	1042700	475800	0	626000	1	1	1	1	Q9CS00	Q9CS00	Uncharacterized protein C19orf29 homolog		1	
2.263816	-1.524168	NaN	NaN								6	6	18876000	3333400	0	0	0.820888073811612	0.127077176342384	1	1	Q9CSN1	Q9CSN1	SNW domain-containing protein 1	Snw1	1	
0.2194628	NaN	NaN	NaN								3	3	7202100	5559600	13228000	12598000	0.346109641481055	1	1	1	Q9CWH0	Q9CWH0	Developmental pluripotency-associated protein 2	Dppa2	1	
2.236401	2.410802	3.706973	2.245222								10	10	14009000	5722500	15484000	19696000	0.836352105227683	0.4847341473039	0.187153510650674	0.699652104825958	Q9CWX9;F6QKD2;D3YWF9	Q9CWX9;F6QKD2	Probable ATP-dependent RNA helicase DDX47	Ddx47	3	
3.063158	-0.9859589	3.740712	3.085747								15	15	497660000	629070000	71925000	118420000	0.420867826172392	0.256692908770963	0.177873722153767	0.421614043770661	Q9CX86	Q9CX86	Heterogeneous nuclear ribonucleoprotein A0	Hnrnpa0	1	
4.188638	3.655695	3.89103	4.120933								8	8	43496000	13798000	89151000	126150000	0.105346474072982	0.24115804290405	0.140657818838772	0.187428172807022	Q9CXK8;E9Q109	Q9CXK8;E9Q109	60S ribosome subunit biogenesis protein NIP7 homolog	Nip7	2	
2.956336	-0.5620905	3.213596	2.638352								11	11	73140000	34608000	34687000	23311000	0.466855219652322	0.408846612923173	0.365232502097283	0.561092734717441	Q9CXY6	Q9CXY6	Interleukin enhancer-binding factor 2	Ilf2	1	
0.3155663	-0.1667132	-0.4893418	-0.2333794								6	6	35992000	18337000	43777000	72739000	0.373535618900701	0.590347961485163	0.123554721662796	0.397701063530145	Q9CY27;Q52L67;G3UWE1	Q9CY27;Q52L67;G3UWE1	Trans-2,3-enoyl-CoA reductase	Tecr	3	
NaN	NaN	NaN	NaN								1	1	0	0	0	0	1	1	1	1	Q9CY58;Q9CY58-2;Q9CY58-3;Q9CY58-4	Q9CY58;Q9CY58-2;Q9CY58-3;Q9CY58-4	Plasminogen activator inhibitor 1 RNA-binding protein	Serbp1	4	
1.928806	0.1149001	2.133531	0.8775087								4	4	17200000	1691600	2764600	3002300	0.990368814398585	0.738764899750076	1	0.768833634447274	Q9CYA6	Q9CYA6	Zinc finger CCHC domain-containing protein 8	Zcchc8	1	
4.328693	4.476706	2.720913	3.811574								11	11	63936000	33640000	60879000	115520000	0.085281435580353	0.137729801840732	0.622426633760009	0.244245751313862	Q9CYH6	Q9CYH6	Ribosome biogenesis regulatory protein homolog	Rrs1	1	
1.322217	0.4084944	1.900606	1.113701								5	3	11024000	14694000	11208000	46357000	0.732253231980285	0.90453699590986	0.891218929551576	0.859844041220287	Q9CYI4;Q9CYI4-2;D3Z765;D6RGP6;D6REI1	Q9CYI4;Q9CYI4-2;D3Z765	Putative RNA-binding protein Luc7-like 1	Luc7l	5	
3.942984	NaN	NaN	NaN								4	4	17303000	9123300	8441000	17472000	0.149392877829811	1	1	1	Q9CYX7	Q9CYX7	RRP15-like protein	Rrp15	1	
2.013069	NaN	NaN	2.372618								5	5	12671000	905850	19671000	18453000	0.964164434592113	1	1	0.65334504594981	Q9CZ91	Q9CZ91	Serum response factor-binding protein 1	Srfbp1	1	
NaN	NaN	1.716289	NaN								2	2	0	346330	3047500	465770	1	1	0.806468683857928	1	Q9CZ92;Q9CZ92-2	Q9CZ92;Q9CZ92-2	Centromere protein P	Cenpp	2	
1.817746	3.576885	3.300827	3.861856								7	7	8455900	14836000	7432300	11919000	0.942202863477244	0.25340066430016	0.327794156791667	0.23426822137614	Q9CZI9;Q9CZI9-2;F6YA75;D3Z516	Q9CZI9;Q9CZI9-2	Apoptosis-enhancing nuclease	Aen	4	
NaN	NaN	NaN	1.688583								4	4	2645300	1576700	1482100	11092000	1	1	1	0.913139616602886	Q9CZJ1	Q9CZJ1	Probable U3 small nucleolar RNA-associated protein 11	Utp11l	1	
1.615228	0.4361619	2.358284	1.136782								7	7	33611000	8093900	2733700	9178300	0.855036598300095	0.920497525110246	0.850551432914437	0.868859755849579	Q9CZU3	Q9CZU3	Superkiller viralicidic activity 2-like 2	Skiv2l2	1	
4.417177	3.597054	4.411291	4.346602								8	8	110700000	68956000	96272000	127920000	0.074282254893212	0.250227033053604	0.056198890612663	0.152599851889426	F8VQH5;Q9CZX8;D3Z722;D3Z5R8;F6Q5Z8;D3YUG3;D3YUT3;F8VQL3	F8VQH5;Q9CZX8;D3Z722;D3Z5R8;F6Q5Z8;D3YUG3;D3YUT3	40S ribosomal protein S19	Rps19-ps4;Rps19;Rps19-ps1	8	
2.792252	0.01720924	3.026216	NaN								5	4	19978000	7269600	7483200	3335200	0.542622766857475	0.685809305210009	0.454245963821506	1	Q9D0B0;F6RTE1	Q9D0B0	Serine/arginine-rich splicing factor 9	Srsf9	2	
1.957506	1.655535	2.649018	1.875505								8	8	9772900	8306900	18106000	15255000	0.99623778623961	0.680700646222977	0.665637748658664	0.839916764673119	Q9D0D4	Q9D0D4	Probable dimethyladenosine transferase	Dimt1	1	
2.132577	-0.3974671	1.630732	1.285047								35	35	1252900000	818460000	630970000	881460000	0.895442619685978	0.480076374186928	0.767826476232413	0.927129931453117	Q9D0E1;Q9D0E1-2;B8JK32;B8JK33;E9Q0P7;F6W322;F7C9U3	Q9D0E1;Q9D0E1-2;B8JK32;B8JK33;E9Q0P7	Heterogeneous nuclear ribonucleoprotein M	Hnrnpm	7	
-0.7598444	0.3978029	0.2667565	0.004033884								15	15	290740000	142460000	280670000	343740000	0.140205961190624	0.898379345530288	0.273044216499915	0.466736517987246	Q9D0F6;D3Z1Y6	Q9D0F6	Replication factor C subunit 5	Rfc5	2	
4.116864	3.658897	3.446653	3.994761								12	12	72136000	34755000	112750000	144530000	0.116992572543498	0.240669637990303	0.270976806378996	0.209295791557289	Q9D0I8;A2AMV1	Q9D0I8;A2AMV1	mRNA turnover protein 4 homolog	Mrto4	2	
1.66771	1.84318	2.135502	1.784085								4	4	3226200	2405200	6566300	5433800	0.877500074070618	0.629193764265708	0.998681310987173	0.875596151502377	Q9D0R4;Q5SVX2	Q9D0R4	Probable ATP-dependent RNA helicase DDX56	Ddx56	2	
3.14225	4.045006	3.536177	4.599139								9	9	295860000	267130000	404810000	549910000	0.38860025733152	0.186788821388314	0.239648605030894	0.119720709232635	Q9D0T1;E9PZS4	Q9D0T1;E9PZS4	NHP2-like protein 1	Nhp2l1	2	
NaN	NaN	NaN	NaN								1	1	1037300	335370	1518600	763500	1	1	1	1	Q9D168	Q9D168	Integrator complex subunit 12	Ints12	1	
NaN	NaN	NaN	2.713212								2	2	0	0	6207900	26280000	1	1	1	0.536290076636138	Q9D1C9;D3YU43;E9QAX0;E9PYF0;F6VVA3	Q9D1C9;D3YU43;E9QAX0;E9PYF0;F6VVA3	Ribosomal RNA-processing protein 7 homolog A	Rrp7a;Gm3436	5	
NaN	NaN	NaN	NaN								1	1	0	935340	0	0	1	1	1	1	Q9D1M0	Q9D1M0	Protein SEC13 homolog	Sec13	1	
4.417177	4.338139	4.88923	4.669934								7	7	151310000	100430000	185400000	236670000	0.074282254893212	0.152256499385962	0.020879515552325	0.111578129449939	Q9D1R9;D3Z4H3;D3YZW2;D3YWC0	Q9D1R9;D3Z4H3;D3YZW2	60S ribosomal protein L34	Rpl34;Gm10154;Gm6404	4	
NaN	NaN	NaN	NaN								1	1	0	501290	0	0	1	1	1	1	Q9D211	Q9D211	CDKN2AIP N-terminal-like protein	Cdkn2aipnl	1	
3.127617	0.1439158	NaN	NaN								2	2	13313000	3891500	3737700	4570500	0.394453998280191	0.754748958737566	1	1	Q9D287	Q9D287	Pre-mRNA-splicing factor SPF27	Bcas2	1	
2.619648	2.851019	3.160775	3.523562								9	9	32073000	13605000	36256000	70402000	0.628434247296165	0.386431193143153	0.389150649049009	0.307128267433473	Q9D4G5;Q8K205	Q9D4G5;Q8K205		Pop1	2	
0.3373114	-0.3245815	-0.4235069	1.264176								9	9	90414000	45674000	48641000	40971000	0.379923024312441	0.513650844233697	0.133260390076655	0.918896386043425	Q9D4G9	Q9D4G9	RecQ-mediated genome instability protein 1	Rmi1	1	
2.779953	-1.215881	NaN	1.923111								6	6	20236000	5965000	0	2618300	0.548539079403789	0.193092352488676	1	0.821461591217064	Q9D554	Q9D554	Splicing factor 3A subunit 3	Sf3a3	1	
NaN	NaN	NaN	NaN								15	1	0	0	945600	0	1	1	1	1	Q9D6F9	Q9D6F9	Tubulin beta-4A chain	Tubb4a	1	
3.332708	3.31797	2.897976	3.678748								38	38	1890200000	1302500000	2366000000	2736600000	0.317310508638883	0.296637068628185	0.521620526832539	0.272025110525316	Q9D6Z1;E0CXZ0;A2APD7;F6USW7;F7CHQ7;F7CHP9;F6V095;F6U250	Q9D6Z1;E0CXZ0	Nucleolar protein 56	Nop56	8	
NaN	NaN	NaN	NaN								1	1	0	0	0	327720	1	1	1	1	Q9D7S7;Q9D7S7-2	Q9D7S7;Q9D7S7-2	60S ribosomal protein L22-like 1	Rpl22l1	2	
-0.4645641	0.1852322	NaN	NaN								1	1	4101900	944950	2378500	1293200	0.188726426535421	0.777690051729812	1	1	Q9D7Y9;Q9D7Y9-2	Q9D7Y9;Q9D7Y9-2	UPF0492 protein C20orf94 homolog		2	
2.911097	NaN	3.165703	NaN								1	1	1210300	209450	2654400	517140	0.487140193756517	1	0.386879736738745	1	Q9D7Z3;Q9D7Z3-2	Q9D7Z3;Q9D7Z3-2	Nucleolar protein 7	Nol7	2	
NaN	NaN	NaN	NaN								1	1	3127700	0	0	0	1	1	1	1	Q9D842	Q9D842	Aprataxin and PNK-like factor	Aplf	1	
NaN	1.559834	1.340448	0.9028839								5	5	1236500	1254600	3792800	1546000	1	0.707574443050405	0.641459367549836	0.778483569923931	Q9D880	Q9D880	Mitochondrial import inner membrane translocase subunit TIM50	Timm50	1	
0.5250666	-0.7378314	0.8531173	0.2785796								9	9	41868000	9271800	81942000	63417000	0.437821946596693	0.340206627926139	0.452173499704571	0.554239913685168	Q9D883;G3UW94;Q8BGJ9;E9Q1I7;E9PUZ3;E9Q5Y2;E9Q5J3;E9PXR5;F8WH71;E9Q809;E9PWM2;E9PWX6;E9PWA1;F7D8X7	Q9D883;G3UW94;Q8BGJ9;E9Q1I7;E9PUZ3;E9Q5Y2	Splicing factor U2AF 35 kDa subunit;Splicing factor U2AF 26 kDa subunit	U2af1;U2af1l4	14	
4.206721	4.177121	3.993674	4.650879								28	28	588730000	539340000	1064600000	1207800000	0.102562407682364	0.170569319689479	0.118903123513618	0.113725500280475	Q9D8E6	Q9D8E6	60S ribosomal protein L4	Rpl4	1	
3.454044	3.220593	2.45607	3.531444								6	6	17689000	10369000	14299000	20583000	0.2766765512748	0.314106191457146	0.786859365380805	0.305276136434261	Q9D8M4	Q9D8M4	60S ribosomal protein L7-like 1	Rpl7l1	1	
NaN	NaN	NaN	NaN								2	2	4470300	2401700	2405200	0	1	1	1	1	Q9D8Y8;Q9D8Y8-2;Q9D8Y8-3	Q9D8Y8;Q9D8Y8-2;Q9D8Y8-3	Inhibitor of growth protein 5	Ing5	3	
3.685604	3.415082	3.21968	3.057849								10	10	66074000	62060000	82733000	141070000	0.209332158455428	0.279874766068884	0.36253801528977	0.429670550017913	Q9D903;A2ACZ1	Q9D903;A2ACZ1	Probable rRNA-processing protein EBP2	Ebna1bp2	2	
NaN	NaN	NaN	3.639811								2	2	7304700	7850600	15217000	34694000	1	1	1	0.280563221911725	Q9D937	Q9D937		1810009A15Rik	1	
NaN	NaN	NaN	NaN								1	1	913010	360520	0	0	1	1	1	1	Q9DA08	Q9DA08	SAGA-associated factor 29 homolog	Ccdc101	1	
2.924271	-1.25336	2.441404	2.310253								13	11	317710000	282310000	40333000	75631000	0.481184373748585	0.183931367723061	0.796332764617058	0.675861030807528	Q9DAE2	Q9DAE2		Rbmxl2	1	
